"","Otu00001","Otu00057","Otu00023","Otu00002","Otu00046","Otu00003","Otu00213","Otu00015","Otu00007","Otu00049","Otu00083","Otu00203","Otu00207","Otu00028","Otu00013","Otu00300","Otu00033","Otu00171","Otu00073","Otu00108","Otu00075","Otu00014","Otu00101","Otu00005","Otu00027","Otu00154","Otu00077","Otu00036","Otu00035","Otu00006","Otu00050","Otu00559","Otu00056","Otu00022","Otu00009","Otu00393","Otu00024","Otu00189","Otu00012","Otu00011","Otu00162","Otu00346","Otu00090","Otu00111","Otu00048","Otu00194","Otu00119","Otu00020","Otu00039","Otu00044","Otu00081","Otu00275","Otu00184","Otu00099","Otu00059","Otu00040","Otu00160","Otu00010","Otu00512","Otu00008","Otu00004","Otu00107","Otu00053","Otu00078","Otu00110","Otu00091","Otu00491","Otu00069","Otu00079","Otu00037","Otu00178","Otu00038","Otu00041","Otu00092","Otu00234","Otu00514","Otu00058","Otu00047","Otu00067","Otu00043","Otu00085","Otu00054","Otu00122","Otu00068","Otu00088","Otu00126","Otu00096","Otu00031","Otu00034","Otu00131","Otu00061","Otu00324","Otu00285","Otu00045","Otu00032","Otu00120","Otu00264","Otu00607","Otu00018~Otu00029"
"187",-0.0101612995509746,-0.0131587904897483,-0.0154918150450278,-0.014920196693102,-0.0171023857872785,-0.0220672836614218,-0.0102002255445723,-0.00801294398739062,-0.00366439674790565,0.0736545704271503,-0.0135194046571309,-0.0108166320658074,-0.00963820034069116,-0.0100278338688532,-0.0202838279989614,-0.00783777486108306,-0.0126298028444918,-0.011972747743633,-0.0148153112867958,-0.0128775054148467,-0.00783033191731715,-0.0125947193854862,-0.0105668460371323,-0.0119358906890795,-0.0129763009629965,-0.0139752412122238,-0.0147122471584117,-0.00778369520836286,-0.0124809296660917,-0.0122791301267773,-0.0145733201852837,-0.00607563863254825,-0.0118964245197179,-0.0195140614553456,-0.0121418475924747,-0.0116831073527561,-0.00548805161158819,-0.00662375872127025,-0.0192646624352768,-0.0237986456953646,-0.0101612995509745,-0.00924998977041461,-0.0170713324662902,0.0406398216241376,-0.0133158987683994,-0.00913226993003647,-0.010107078351831,-0.0132899095596979,-0.0124001321675542,-0.0127017541889288,-0.0193647240924076,-0.00446967830759387,-0.0106585062189908,-0.0102781363669026,-0.00990618597810479,-0.0175703942551107,-0.0147122471584117,-0.0262891754098479,-0.00397039804885108,-0.0156210870496121,-0.0175347848069319,-0.00407151464194042,-0.020887715304894,-0.00806808405736224,-0.0141320085319942,-0.0102648074150853,-0.00573057799805702,-0.0115304422692266,-0.0143552498606838,0.0398028184799421,-0.0173438456210467,-0.0183110077224905,-0.022107749368375,-0.00446967830759387,-0.00629393701798096,-0.00628486486500609,-0.0176489553445663,-0.00584982444336404,-0.0123531776986259,0.0473571874371769,-0.0182511523779915,-0.0113429098659176,0.0569031710152205,-0.00924937584232353,-0.0043612230043292,-0.00595517319332912,-0.0139752412122211,-0.0203381884689444,-0.0174332705326508,-0.0149950608725233,-0.0259866337479118,-0.00524125919692648,-0.00960153636874306,-0.0158729003404413,-0.0177171206804157,-0.0129795340015633,-0.0161791272916197,-0.00773571158503129,-0.00349395005867388
"188",-0.0101612995509746,-0.0131587904897483,-0.0154918150450278,-0.014920196693102,-0.0171023857872785,-0.0220672836614218,-0.0102002255445723,-0.00801294398739062,-0.00366439674790565,0.0736545704271503,-0.0135194046571309,-0.0108166320658074,-0.00963820034069116,-0.0100278338688532,-0.0202838279989614,-0.00783777486108306,-0.0126298028444918,-0.011972747743633,-0.0148153112867958,-0.0128775054148467,-0.00783033191731715,-0.0125947193854862,-0.0105668460371323,-0.0119358906890795,-0.0129763009629965,-0.0139752412122238,-0.0147122471584117,-0.00778369520836286,-0.0124809296660917,-0.0122791301267773,-0.0145733201852837,-0.00607563863254825,-0.0118964245197179,-0.0195140614553456,-0.0121418475924747,-0.0116831073527561,-0.00548805161158819,-0.00662375872127025,-0.0192646624352768,-0.0237986456953646,-0.0101612995509745,0.100208222512845,-0.0170713324662902,0.0406398216241376,-0.0133158987683994,-0.00913226993003647,-0.010107078351831,-0.0132899095596979,-0.0124001321675542,-0.0127017541889288,-0.0193647240924076,-0.00446967830759387,-0.0106585062189908,-0.0102781363669026,-0.00990618597810479,-0.0175703942551107,-0.0147122471584117,-0.0262891754098479,-0.00397039804885108,-0.0156210870496121,-0.0175347848069319,-0.00407151464194042,-0.020887715304894,-0.00806808405736224,-0.0141320085319942,-0.0102648074150853,-0.00573057799805702,-0.0115304422692266,-0.0143552498606838,0.0398028184799421,-0.0173438456210467,-0.0183110077224905,0.0747842386041236,-0.00446967830759387,-0.00629393701798096,-0.00628486486500609,-0.0176489553445663,-0.00584982444336404,-0.0123531776986259,0.0473571874371769,-0.0182511523779915,-0.0113429098659176,0.0569031710152205,-0.00924937584232353,-0.0043612230043292,-0.00595517319332912,0.0833033985983509,-0.0203381884689444,-0.0174332705326508,-0.0149950608725233,0.0343091504384121,-0.00524125919692648,-0.00960153636874306,-0.0158729003404413,-0.0177171206804157,-0.0129795340015633,-0.0161791272916197,-0.00773571158503129,-0.00349395005867388
"189",-0.0101612995509746,-0.0131587904897483,-0.0154918150450278,-0.014920196693102,-0.0171023857872785,-0.0220672836614218,-0.0102002255445723,-0.00801294398739062,-0.00366439674790565,-0.0210822864628445,-0.0135194046571309,-0.0108166320658074,-0.00963820034069116,-0.0100278338688532,-0.0202838279989614,-0.00783777486108306,-0.0126298028444918,-0.011972747743633,-0.0148153112867958,-0.0128775054148467,-0.00783033191731715,-0.0125947193854862,-0.0105668460371323,-0.0119358906890795,-0.0129763009629965,-0.0139752412122238,-0.0147122471584117,-0.00778369520836286,-0.0124809296660917,-0.0122791301267773,-0.0145733201852837,-0.00607563863254825,-0.0118964245197179,-0.0195140614553456,-0.0121418475924747,-0.0116831073527561,-0.00548805161158819,-0.00662375872127025,-0.0192646624352768,-0.0237986456953646,-0.0101612995509745,-0.00924998977041461,-0.0170713324662902,0.105335501788124,-0.0133158987683994,-0.00913226993003647,-0.010107078351831,-0.0132899095596979,-0.0124001321675542,-0.0127017541889288,-0.0193647240924076,-0.00446967830759387,-0.0106585062189908,-0.0102781363669026,-0.00990618597810479,-0.0175703942551107,-0.0147122471584117,-0.0262891754098479,-0.00397039804885108,-0.0156210870496121,-0.0175347848069319,-0.00407151464194042,0.0490664255746996,-0.00806808405736224,-0.0141320085319942,-0.0102648074150853,-0.00573057799805702,-0.0115304422692266,-0.0143552498606838,0.0398028184799421,-0.0173438456210467,-0.0183110077224905,0.0747842386041236,-0.00446967830759387,-0.00629393701798096,-0.00628486486500609,-0.0176489553445663,0.142485009656094,-0.0123531776986259,0.113545382477323,0.0545483880061246,-0.0113429098659176,0.0569031710152205,-0.00924937584232353,-0.0043612230043292,-0.00595517319332912,-0.0139752412122211,-0.0203381884689444,-0.0174332705326508,-0.0149950608725233,0.0343091504384121,-0.00524125919692648,-0.00960153636874306,-0.0158729003404413,-0.0177171206804157,-0.0129795340015633,-0.0161791272916197,-0.00773571158503129,-0.00349395005867388
"190",-0.0101612995509746,-0.0131587904897483,-0.0154918150450278,-0.014920196693102,-0.0171023857872785,-0.0220672836614218,-0.0102002255445723,-0.00801294398739062,-0.00366439674790565,0.0736545704271503,-0.0135194046571309,-0.0108166320658074,-0.00963820034069116,-0.0100278338688532,-0.0202838279989614,-0.00783777486108306,-0.0126298028444918,-0.011972747743633,-0.0148153112867958,-0.0128775054148467,-0.00783033191731715,-0.0125947193854862,-0.0105668460371323,-0.0119358906890795,-0.0129763009629965,-0.0139752412122238,-0.0147122471584117,-0.00778369520836286,-0.0124809296660917,-0.0122791301267773,-0.0145733201852837,-0.00607563863254825,-0.0118964245197179,0.0526473116347308,-0.0121418475924747,0.365362629940762,-0.00548805161158819,-0.00662375872127025,-0.0192646624352768,-0.0237986456953646,-0.0101612995509745,-0.00924998977041461,-0.0170713324662902,-0.0240558585398484,-0.0133158987683994,-0.00913226993003647,-0.010107078351831,-0.0132899095596979,-0.0124001321675542,-0.0127017541889288,-0.0193647240924076,-0.00446967830759387,-0.0106585062189908,-0.0102781363669026,-0.00990618597810479,0.0487858819211019,-0.0147122471584117,-0.0262891754098479,-0.00397039804885108,-0.0156210870496121,-0.0175347848069319,-0.00407151464194042,-0.020887715304894,-0.00806808405736224,-0.0141320085319942,-0.0102648074150853,-0.00573057799805702,-0.0115304422692266,-0.0143552498606838,-0.0193185227768752,-0.0173438456210467,-0.0183110077224905,-0.022107749368375,-0.00446967830759387,-0.00629393701798096,-0.00628486486500609,-0.0176489553445663,-0.00584982444336404,-0.0123531776986259,-0.0188310076029695,-0.0182511523779915,-0.0113429098659176,-0.0179139612455291,-0.00924937584232353,-0.0043612230043292,-0.00595517319332912,-0.0139752412122211,-0.0203381884689444,-0.0174332705326508,-0.0149950608725233,0.0946049346247361,-0.00524125919692648,-0.00960153636874306,-0.0158729003404413,-0.0177171206804157,-0.0129795340015633,-0.0161791272916197,-0.00773571158503129,-0.00349395005867388
"191",-0.0101612995509746,-0.0131587904897483,-0.0154918150450278,-0.014920196693102,-0.0171023857872785,-0.0220672836614218,-0.0102002255445723,-0.00801294398739062,-0.00366439674790565,-0.0210822864628445,-0.0135194046571309,-0.0108166320658074,-0.00963820034069116,-0.0100278338688532,-0.0202838279989614,-0.00783777486108306,-0.0126298028444918,-0.011972747743633,-0.0148153112867958,-0.0128775054148467,-0.00783033191731715,-0.0125947193854862,-0.0105668460371323,-0.0119358906890795,-0.0129763009629965,-0.0139752412122238,-0.0147122471584117,-0.00778369520836286,-0.0124809296660917,-0.0122791301267773,0.170195560735281,-0.00607563863254825,-0.0118964245197179,-0.0195140614553456,-0.0121418475924747,-0.0116831073527561,-0.00548805161158819,-0.00662375872127025,0.056723728281645,-0.0237986456953646,-0.0101612995509745,-0.00924998977041461,-0.0170713324662902,-0.0240558585398484,-0.0133158987683994,-0.00913226993003647,-0.010107078351831,-0.0132899095596979,-0.0124001321675542,-0.0127017541889288,-0.0193647240924076,-0.00446967830759387,-0.0106585062189908,-0.0102781363669026,-0.00990618597810479,-0.0175703942551107,-0.0147122471584117,-0.0262891754098479,-0.00397039804885108,-0.0156210870496121,-0.0175347848069319,-0.00407151464194042,-0.020887715304894,0.128320955959963,-0.0141320085319942,-0.0102648074150853,-0.00573057799805702,-0.0115304422692266,-0.0143552498606838,-0.0193185227768752,0.0718889832988238,0.0508422661230968,-0.022107749368375,-0.00446967830759387,-0.00629393701798096,-0.00628486486500609,-0.0176489553445663,0.290819843755552,-0.0123531776986259,-0.0188310076029695,-0.0182511523779915,-0.0113429098659176,0.0569031710152205,-0.00924937584232353,-0.0043612230043292,-0.00595517319332912,-0.0139752412122211,-0.0203381884689444,0.0763365936960008,-0.0149950608725233,-0.0259866337479118,-0.00524125919692648,-0.00960153636874306,-0.0158729003404413,-0.0177171206804157,-0.0129795340015633,-0.0161791272916197,-0.00773571158503129,-0.00349395005867388
"192",-0.0101612995509746,-0.0131587904897483,-0.0154918150450278,-0.014920196693102,-0.0171023857872785,-0.0220672836614218,-0.0102002255445723,-0.00801294398739062,-0.00366439674790565,-0.0210822864628445,-0.0135194046571309,-0.0108166320658074,-0.00963820034069116,-0.0100278338688532,-0.0202838279989614,-0.00783777486108306,-0.0126298028444918,-0.011972747743633,-0.0148153112867958,-0.0128775054148467,-0.00783033191731715,-0.0125947193854862,-0.0105668460371323,-0.0119358906890795,-0.0129763009629965,-0.0139752412122238,-0.0147122471584117,-0.00778369520836286,-0.0124809296660917,-0.0122791301267773,0.0778111202749989,-0.00607563863254825,-0.0118964245197179,-0.0195140614553456,-0.0121418475924747,-0.0116831073527561,-0.00548805161158819,-0.00662375872127025,-0.0192646624352768,-0.0237986456953646,-0.0101612995509745,-0.00924998977041461,-0.0170713324662902,0.0406398216241376,-0.0133158987683994,-0.00913226993003647,-0.010107078351831,-0.0132899095596979,-0.0124001321675542,-0.0127017541889288,-0.0193647240924076,-0.00446967830759387,-0.0106585062189908,-0.0102781363669026,-0.00990618597810479,-0.0175703942551107,-0.0147122471584117,-0.0262891754098479,-0.00397039804885108,-0.0156210870496121,-0.0175347848069319,-0.00407151464194042,-0.020887715304894,-0.00806808405736224,-0.0141320085319942,-0.0102648074150853,-0.00573057799805702,-0.0115304422692266,-0.0143552498606838,-0.0193185227768752,-0.0173438456210467,-0.0183110077224905,-0.022107749368375,-0.00446967830759387,-0.00629393701798096,-0.00628486486500609,-0.0176489553445663,-0.00584982444336404,-0.0123531776986259,-0.0188310076029695,-0.0182511523779915,-0.0113429098659176,0.206537435536719,-0.00924937584232353,-0.0043612230043292,-0.00595517319332912,-0.0139752412122211,-0.0203381884689444,-0.0174332705326508,-0.0149950608725233,-0.0259866337479118,-0.00524125919692648,-0.00960153636874306,-0.0158729003404413,-0.0177171206804157,-0.0129795340015633,-0.0161791272916197,-0.00773571158503129,-0.00349395005867388
"193",-0.0101612995509746,-0.0131587904897483,-0.0154918150450278,-0.014920196693102,-0.0171023857872785,-0.0220672836614218,-0.0102002255445723,-0.00801294398739062,-0.00366439674790565,-0.0210822864628445,-0.0135194046571309,-0.0108166320658074,-0.00963820034069116,-0.0100278338688532,-0.0202838279989614,-0.00783777486108306,-0.0126298028444918,-0.011972747743633,-0.0148153112867958,-0.0128775054148467,-0.00783033191731715,-0.0125947193854862,-0.0105668460371323,-0.0119358906890795,-0.0129763009629965,-0.0139752412122238,0.0588489886336508,-0.00778369520836286,-0.0124809296660917,-0.0122791301267773,-0.0145733201852837,-0.00607563863254825,-0.0118964245197179,-0.0195140614553456,-0.0121418475924747,-0.0116831073527561,-0.00548805161158819,-0.00662375872127025,-0.0192646624352768,-0.0237986456953646,-0.0101612995509745,-0.00924998977041461,-0.0170713324662902,0.0406398216241376,-0.0133158987683994,-0.00913226993003647,-0.010107078351831,-0.0132899095596979,-0.0124001321675542,-0.0127017541889288,-0.0193647240924076,-0.00446967830759387,-0.0106585062189908,-0.0102781363669026,-0.00990618597810479,-0.0175703942551107,-0.0147122471584117,-0.0262891754098479,-0.00397039804885108,-0.0156210870496121,-0.0175347848069319,-0.00407151464194042,-0.020887715304894,0.128320955959963,-0.0141320085319942,-0.0102648074150853,-0.00573057799805702,-0.0115304422692266,-0.0143552498606838,-0.0193185227768752,-0.0173438456210467,-0.0183110077224905,-0.022107749368375,-0.00446967830759387,-0.00629393701798096,-0.00628486486500609,-0.0176489553445663,-0.00584982444336404,-0.0123531776986259,-0.0188310076029695,-0.0182511523779915,-0.0113429098659176,0.0569031710152205,-0.00924937584232353,-0.0043612230043292,-0.00595517319332912,-0.0139752412122211,-0.0203381884689444,-0.0174332705326508,-0.0149950608725233,-0.0259866337479118,-0.00524125919692648,-0.00960153636874306,-0.0158729003404413,-0.0177171206804157,-0.0129795340015633,-0.0161791272916197,-0.00773571158503129,-0.00349395005867388
"194",-0.0101612995509746,-0.0131587904897483,-0.0154918150450278,-0.014920196693102,-0.0171023857872785,0.066954144745449,-0.0102002255445723,-0.00801294398739062,-0.00366439674790565,-0.0210822864628445,-0.0135194046571309,-0.0108166320658074,-0.00963820034069116,-0.0100278338688532,-0.0202838279989614,-0.00783777486108306,-0.0126298028444918,-0.011972747743633,-0.0148153112867958,-0.0128775054148467,-0.00783033191731715,-0.0125947193854862,-0.0105668460371323,-0.0119358906890795,-0.0129763009629965,-0.0139752412122238,-0.0147122471584117,-0.00778369520836286,-0.0124809296660917,-0.0122791301267773,-0.0145733201852837,-0.00607563863254825,-0.0118964245197179,0.0526473116347308,-0.0121418475924747,-0.0116831073527561,-0.00548805161158819,-0.00662375872127025,-0.0192646624352768,-0.0237986456953646,-0.0101612995509745,-0.00924998977041461,-0.0170713324662902,-0.0240558585398484,-0.0133158987683994,-0.00913226993003647,-0.010107078351831,-0.0132899095596979,-0.0124001321675542,-0.0127017541889288,-0.0193647240924076,-0.00446967830759387,-0.0106585062189908,-0.0102781363669026,-0.00990618597810479,-0.0175703942551107,-0.0147122471584117,-0.0262891754098479,-0.00397039804885108,-0.0156210870496121,-0.0175347848069319,-0.00407151464194042,-0.020887715304894,-0.00806808405736224,-0.0141320085319942,-0.0102648074150853,-0.00573057799805702,-0.0115304422692266,-0.0143552498606838,-0.0193185227768752,-0.0173438456210467,-0.0183110077224905,-0.022107749368375,-0.00446967830759387,-0.00629393701798096,-0.00628486486500609,-0.0176489553445663,-0.00584982444336404,-0.0123531776986259,-0.0188310076029695,-0.0182511523779915,-0.0113429098659176,-0.0179139612455291,-0.00924937584232353,-0.0043612230043292,-0.00595517319332912,-0.0139752412122211,-0.0203381884689444,-0.0174332705326508,-0.0149950608725233,0.0343091504384121,-0.00524125919692648,-0.00960153636874306,-0.0158729003404413,-0.0177171206804157,-0.0129795340015633,-0.0161791272916197,-0.00773571158503129,-0.00349395005867388
"195",-0.0101612995509746,-0.0131587904897483,-0.0154918150450278,-0.014920196693102,-0.0171023857872785,-0.0220672836614218,-0.0102002255445723,-0.00801294398739062,-0.00366439674790565,-0.0210822864628445,-0.0135194046571309,-0.0108166320658074,-0.00963820034069116,-0.0100278338688532,-0.0202838279989614,-0.00783777486108306,-0.0126298028444918,-0.011972747743633,-0.0148153112867958,-0.0128775054148467,-0.00783033191731715,-0.0125947193854862,-0.0105668460371323,-0.0119358906890795,-0.0129763009629965,-0.0139752412122238,-0.0147122471584117,-0.00778369520836286,-0.0124809296660917,-0.0122791301267773,-0.0145733201852837,-0.00607563863254825,-0.0118964245197179,-0.0195140614553456,-0.0121418475924747,-0.0116831073527561,-0.00548805161158819,-0.00662375872127025,-0.0192646624352768,-0.0237986456953646,-0.0101612995509745,0.100208222512845,-0.0170713324662902,0.105335501788124,-0.0133158987683994,-0.00913226993003647,-0.010107078351831,-0.0132899095596979,-0.0124001321675542,-0.0127017541889288,-0.0193647240924076,-0.00446967830759387,-0.0106585062189908,-0.0102781363669026,-0.00990618597810479,-0.0175703942551107,-0.0147122471584117,-0.0262891754098479,-0.00397039804885108,-0.0156210870496121,-0.0175347848069319,-0.00407151464194042,-0.020887715304894,-0.00806808405736224,-0.0141320085319942,-0.0102648074150853,-0.00573057799805702,-0.0115304422692266,0.101465516060724,0.0398028184799421,-0.0173438456210467,-0.0183110077224905,0.0747842386041236,-0.00446967830759387,-0.00629393701798096,-0.00628486486500609,-0.0176489553445663,-0.00584982444336404,-0.0123531776986259,0.0473571874371769,-0.0182511523779915,-0.0113429098659176,0.13172030327597,-0.00924937584232353,-0.0043612230043292,-0.00595517319332912,0.0833033985983509,-0.0203381884689444,-0.0174332705326508,-0.0149950608725233,-0.0259866337479118,-0.00524125919692648,-0.00960153636874306,-0.0158729003404413,-0.0177171206804157,-0.0129795340015633,-0.0161791272916197,-0.00773571158503129,-0.00349395005867388
"196",-0.0101612995509746,-0.0131587904897483,-0.0154918150450278,-0.014920196693102,-0.0171023857872785,-0.0220672836614218,-0.0102002255445723,-0.00801294398739062,-0.00366439674790565,-0.0210822864628445,-0.0135194046571309,-0.0108166320658074,-0.00963820034069116,-0.0100278338688532,-0.0202838279989614,-0.00783777486108306,-0.0126298028444918,-0.011972747743633,-0.0148153112867958,-0.0128775054148467,-0.00783033191731715,-0.0125947193854862,-0.0105668460371323,-0.0119358906890795,-0.0129763009629965,-0.0139752412122238,-0.0147122471584117,-0.00778369520836286,-0.0124809296660917,-0.0122791301267773,-0.0145733201852837,-0.00607563863254825,-0.0118964245197179,-0.0195140614553456,-0.0121418475924747,-0.0116831073527561,-0.00548805161158819,-0.00662375872127025,-0.0192646624352768,-0.0237986456953646,-0.0101612995509745,-0.00924998977041461,-0.0170713324662902,0.0406398216241376,-0.0133158987683994,-0.00913226993003647,-0.010107078351831,-0.0132899095596979,-0.0124001321675542,-0.0127017541889288,-0.0193647240924076,-0.00446967830759387,-0.0106585062189908,-0.0102781363669026,-0.00990618597810479,-0.0175703942551107,-0.0147122471584117,-0.0262891754098479,-0.00397039804885108,-0.0156210870496121,-0.0175347848069319,-0.00407151464194042,-0.020887715304894,-0.00806808405736224,0.0607465441375327,-0.0102648074150853,-0.00573057799805702,-0.0115304422692266,-0.0143552498606838,-0.0193185227768752,-0.0173438456210467,-0.0183110077224905,-0.022107749368375,-0.00446967830759387,-0.00629393701798096,-0.00628486486500609,-0.0176489553445663,-0.00584982444336404,-0.0123531776986259,-0.0188310076029695,-0.0182511523779915,-0.0113429098659176,-0.0179139612455291,-0.00924937584232353,-0.0043612230043292,-0.00595517319332912,0.0833033985983509,-0.0203381884689444,-0.0174332705326508,-0.0149950608725233,0.0343091504384121,-0.00524125919692648,-0.00960153636874306,-0.0158729003404413,-0.0177171206804157,-0.0129795340015633,-0.0161791272916197,-0.00773571158503129,-0.00349395005867388
